,id_orig,year_orig,year,author_orig,author,title_orig,title,genre,source,title_short
1755,SC1954,1874,1874,Speight T W Thomas Wilkinson 1830 1915,Speight Thomas Wilkinson,In the dead of night A novel,In the dead of night. A novel,,,In the dead of night
1756,SC1956,1874,1874,"Trollope, Anthony","Trollope, Anthony",Phineas Redux By Anthony Trollope In Two Volumes With Illustrations Engraved on Wood,Phineas Redux. By Anthony Trollope ... In Two Volumes ... With Illustrations Engraved on Wood,Bildungsroman,"Lowe, Brigid. ""The Bildungsroman."" The Cambridge History of the English Novel. Eds. Robert L. Caserio and Clement Hawes. Cambridge University Press, 2011. Cambridge Histories Online. Cambridge University Press. 14 August 2012 DOI:10.1017/CHOL9780521194952.027",Phineas Redux
1757,SC1958,1874,1874,Ursula,Ursula,Mrs Greville the story of a woman s life,Mrs. Greville : the story of a woman's life,,,Mrs Greville
1758,SC1959,1874,1874,Wood Henry Mrs 1814 1887,"Wood, Mrs. Henry",Johnny Ludlow,Johnny Ludlow,,,Johnny Ludlow
1759,SC1960,1874,1874,Yates Edmund Hodgson 1831 1894,"Yates, Edmund Hodgson",The impending sword A novel,The impending sword. A novel,,,The impending sword
1760,SC1961,1875,1863,"Ainsworth, William","Ainsworth, William",The goldsmith s wife,The goldsmith's wife,,,The goldsmith's wife
1761,SC1962,1875,1875,Anonymous,Anonymous,"Anderida; or, the Briton and the Saxon, A.D. CCCCXLI","Anderida; or, the Briton and the Saxon, A.D. CCCCXLI",,,Anderida
1762,SC1963,1875,1875,"Besant, Walter","Besant, Walter",With harp and crown a novel,With harp and crown : a novel,,,With harp and crown
1763,SC1964,1875,1875,"Black, William","Black, William",Three feathers a novel,Three feathers: a novel,,,Three feathers
1764,SC1965,1875,1875,"Braddon, Mary Elizabeth","Braddon, Mary Elizabeth",A strange world a novel,A strange world : a novel,,,A strange world
1765,SC1966,1875,1875,"Braddon, Mary Elizabeth","Braddon, Mary Elizabeth",Hostages to fortune a novel,Hostages to fortune; a novel,,,Hostages to fortune
1766,SC1967,1875,1875,Carey Rosa Nouchette 1840 1909,Carey Rosa Nouchette,Wooed and married a novel,Wooed and married : a novel,,,Wooed and married
1767,SC1968,1875,1875,Coleridge Christabel R Christabel Rose 1843 1921,"Coleridge, Christabel Rose",Hugh Crichton s romance,Hugh Crichton's romance,,,Hugh Crichton's romance
1768,SC1969,1875,1875,Collins Wilkie 1824 1889,"Collins, Wilkie",The law and the lady a novel,The law and the lady; a novel,,,The law and the lady
1769,SC1970,1875,1875,Cooper Katherine 1841 1894,"Cooper, Katherine",The High Mills,The High Mills,,,The High Mills
1770,SC1971,1875,1875,"Cunningham, Sir Henry Stewart","Cunningham, Sir Henry Stewart",Chronicles of Dustypore; a tale of modern Anglo-Indian society,Chronicles of Dustypore; a tale of modern Anglo-Indian society,,,Chronicles of Dustypore
1771,SC1972,1875,1875,De Jongh Bertha,De Jongh Bertha,Loving and loth A novel,Loving and loth. A novel,,,Loving and loth
1772,SC1973,1875,1875,Feilden Phoebe M,Feilden Phoebe M,Grantham secrets a novel,"Grantham secrets, a novel",,,Grantham secrets
1773,SC1974,1875,1875,Garvice Charles d 1920,"Garvice, Charles",Maurice Durant,Maurice Durant,,,Maurice Durant
1774,SC1975,1875,1875,Hunt Alfred William Mrs 1831 1912,Hunt Alfred William,This indenture witnesseth,This indenture witnesseth,,,This indenture witnesseth
1775,SC1977,1875,1875,MacDonald George 1824 1905,"MacDonald, George",Malcolm,Malcolm,,,Malcolm
1776,SC1978,1875,1875,Mason Charles Welsh,Mason Charles Welsh,The rape of the gamp or Won at last a novel,"The rape of the gamp; or, Won at last! : a novel",,,The rape of the gamp
1777,SC1979,1875,1875,"Mathers, Helen","Mathers, Helen",Comin thro the rye a novel,Comin' thro' the rye : a novel,,,Comin' thro' the rye
1778,SC1980,1875,1875,"Middlemass, Jean","Middlemass, Jean",Baiting the trap a novel,Baiting the trap : a novel,,,Baiting the trap
1779,SC1981,1875,1875,"Neville, Mary","Neville, Mary","Alice Godolphin: And, a little heiress","Alice Godolphin : and, a little heiress",,,Alice Godolphin
1780,SC1982,1875,1875,Newman Mrs Mary,Newman Mrs Mary,Jean,Jean,,,Jean
1781,SC1983,1875,1875,Noel Augusta Lady 1838 1902,Noel Augusta,Owen Gwynne s great work,Owen Gwynne's great work,,,Owen Gwynne's great work
1782,SC1984,1875,1875,Notley F E M Frances Eliza Millett 1820 1885,Notley Frances Eliza Millett,Forgotten lives a novel,Forgotten lives : a novel,,,Forgotten lives
1783,SC1985,1875,1875,Oliphant Mrs Margaret 1828 1897,"Oliphant, Mrs. Margaret",Whiteladies,Whiteladies,,,Whiteladies
1784,SC1986,1875,1875,Ouida 1839 1908,Ramé Maria Louise Ouida (pseud),Signa A story,Signa. A story,,,Signa
1785,SC1987,1875,1875,Payn James 1830 1898,"Payn, James",Walter s word a novel,Walter's word; a novel,,,Walter's word
1786,SC1988,1875,1875,Pulleyne Mrs,Pulleyne Mrs,Out of society a novel,Out of society : a novel,,,Out of society
1787,SC1989,1875,1875,Russell William Clark 1844 1911,"Russell, William Clark",Jilted or My uncle s scheme A novel,"Jilted! or, My uncle's scheme. A novel",,,"Jilted! or, My uncle's scheme"
1788,SC1990,1875,1875,Smart Hawley 1833 1893,"Smart, Hawley",Two kisses,Two kisses,,,Two kisses
1789,SC1991,1875,1875,"Strangford, Viscount George Augustus Frederick Percy Sydney Smythe","Strangford, Viscount George Augustus Frederick Percy Sydney Smythe",Angela Pisani: a novel,Angela Pisani : a novel,,,Angela Pisani
1790,SC1993,1875,1875,Thomas Annie 1838 1918,"Thomas, Annie",A narrow escape,A narrow escape,,,A narrow escape
1791,SC1994,1875,1875,"Trollope, Anthony","Trollope, Anthony",The Way We Live Now By Anthony Trollope With Forty Illustrations In Two Volumes,The Way We Live Now. By Anthony Trollope. With Forty Illustrations. In Two Volumes,,,The Way We Live Now
1792,SC1995,1875,1875,"Trollope, Thomas Adolphus","Trollope, Thomas Adolphus",Diamond cut diamond a story of Tuscan life and other stories,Diamond cut diamond; a story of Tuscan life and other stories,,,Diamond cut diamond
1793,SC1996,1875,1875,Vanessa,Vanessa,Vanessa,Vanessa,,,Vanessa
1794,SC1997,1876,1876,"Ainsworth, William","Ainsworth, William",The leaguer of Lathom a tale of the civil war in Lancashire,The leaguer of Lathom : a tale of the civil war in Lancashire,,,The leaguer of Lathom
1795,SC1998,1876,1876,"Banks, Linnaeus George","Banks, Linnaeus George",The Manchester man,The Manchester man,,,The Manchester man
1796,SC1999,1876,1876,"Besant, Walter","Besant, Walter",The case of Mr Lucraft and other tales,"The case of Mr. Lucraft, and other tales",,,"The case of Mr Lucraft, and other tales"
1797,SC2000,1876,1876,"Besant, Walter","Besant, Walter",The golden butterfly a novel,The golden butterfly : a novel,,,The golden butterfly
1798,SC2001,1876,1876,"Besant, Walter","Besant, Walter",This son of Vulcan a novel,This son of Vulcan : a novel,,,This son of Vulcan
1799,SC2002,1876,1876,"Braddon, Mary Elizabeth","Braddon, Mary Elizabeth",Dead men's shoes a novel,Dead men's shoes : a novel,,,Dead men's shoes
1800,SC2003,1876,1876,"Braddon, Mary Elizabeth","Braddon, Mary Elizabeth",Joshua Haggard s daughter a novel,Joshua Haggard's daughter : a novel,,,Joshua Haggard's daughter
1801,SC2004,1876,1876,Chandler W A,Chandler W A,Thrice a novel,Thrice : a novel,,,Thrice
1802,SC2005,1876,1876,Collins Wilkie 1824 1889,"Collins, Wilkie",The two destinies a romance,The two destinies : a romance,,,The two destinies
1803,SC2006,1876,1876,Davies Charles Maurice 1828 1910,Davies Charles Maurice,Verts or The three creeds a novel,"'Verts, or, The three creeds : a novel",,,'Verts
1804,SC2007,1876,1876,De Fonblanque Albany 1829 1924,"De Fonblanque, Albany",A family tree,A family tree,,,A family tree
1805,SC2008,1876,1876,"Eliot, George","Eliot, George",Daniel Deronda By George Eliot,Daniel Deronda: By George Eliot,Bildungsroman,"Allison, Sarah, Ryan Heuser, Matthew Jockers, Franco Moretti, Michael Witmore. ""Quantitative Formalism: an Experiment."" Stanford: Stanford Literary Lab, 2011. Print.",Daniel Deronda
1806,SC2009,1876,1876,"Farjeon, Benjamin Leopold",Farjeon Benjamin Leopold,The Duchess of Rosemary Lane a novel,The Duchess of Rosemary Lane : a novel,,,The Duchess of Rosemary Lane
1807,SC2010,1876,1876,Grant James 1822 1887,"Grant, James (1822)",Morley Ashton a story of the sea,Morley Ashton : a story of the sea,,,Morley Ashton
1808,SC2011,1876,1876,Grant Maria M,Grant Maria M,The sun maid,The sun-maid,,,The sun-maid
1809,SC2012,1876,1876,"Grant, James","Grant, James (1822)",Did she love him A novel,Did she love him? A novel,,,Did she love him? A novel
1810,SC2013,1876,1876,Griffiths Arthur 1838 1908,"Griffiths, Arthur",Lola a tale of the rock,Lola: a tale of the rock,,,Lola
1811,SC2014,1876,1876,"Harley, St. John","Harley, St. John",Eunice a novel,Eunice : a novel,,,Eunice
1812,SC2015,1876,1876,Jephson R Mounteney Richard Mounteney b 1842,"Jephson, Richard Mounteney",The girl he left behind him A novel,The girl he left behind him. A novel,,,The girl he left behind him
1813,SC2016,1876,1876,Lewis Arthur Mrs,Lewis Arthur Mrs,The master of Riverswood a novel,The master of Riverswood : a novel,,,The master of Riverswood
1814,SC2017,1876,1876,"Lytton, Edward","Lytton, Edward",My novel,My novel ..,,,My novel
1815,SC2018,1876,1876,MacDonald George 1824 1905,"MacDonald, George",St George and St Michael,St. George and St. Michael,,,St George and St Michael
1816,SC2019,1876,1876,Macquoid Katharine Sarah,"Macquoid, Katharine Sarah",Lost Rose And other stories,Lost Rose. And other stories,,,Lost Rose
1817,SC2020,1876,1876,Medina Pomar de c nde,Medina Pomar de c nde,Through the ages a psychological romance,Through the ages : a psychological romance,,,Through the ages
1819,SC2022,1876,1876,"Meredith, George","Meredith, George",Beauchamp's career,Beauchamp's Career: By George Meredith ... In Three Volumes,,,Beauchamp's Career
1820,SC2023,1876,1876,Merlin pseud,Merlin pseud,Strayed but not lost a novel,"Strayed, but not lost: a novel",,,"Strayed, but not lost"
1821,SC2024,1876,1876,Moore Frederick H,Moore Frederick H,Mistress Haselwode a tale of the reformation oak,Mistress Haselwode : a tale of the reformation oak,,,Mistress Haselwode
1822,SC2025,1876,1876,"Neville, Mary","Neville, Mary","rthur, or, A knight of our own day","Arthur, or, A knight of our own day",,,Arthur
1823,SC2026,1876,1876,Oliphant Margaret Mrs 1828 1897,"Oliphant, Mrs. Margaret",Phoebe junior a last chronicle of Carlingford,Phoebe junior : a last chronicle of Carlingford,,,Phoebe junior
1824,SC2027,1876,1876,Payn James 1830 1898,"Payn, James",Halves a novel,"Halves, a novel",,,Halves
1825,SC2028,1876,1876,"Payn, James","Payn, James",Fallen fortunes a novel,Fallen fortunes : a novel,,,Fallen fortunes
1826,SC2029,1876,1876,Peart Emily,Peart Emily,Maude Maynard,Maude Maynard,,,Maude Maynard
1827,SC2030,1876,1876,Prior Herman L Herman Ludolphus b 1818,Prior Herman Ludolphus,Overmatched,Overmatched,,,Overmatched
1828,SC2031,1876,1876,"Robinson, Frederick William","Robinson, Frederick William",As long as she lived,As long as she lived,,,As long as she lived
1829,SC2032,1876,1876,"Smart, Hawley","Smart, Hawley",ourtship in seventeen hundred and twenty in eighteen hundred and sixty,"Courtship, in seventeen hundred and twenty, in eighteen hundred and sixty",,,"Courtship, in seventeen hundred and twenty, in eighteen hundred and sixty"
1830,SC2033,1876,1876,Speight T W Thomas Wilkinson 1830 1915,Speight Thomas Wilkinson,A secret of the sea A novel,A secret of the sea. A novel,,,A secret of the sea
1831,SC2034,1876,1876,Thompson Harriet Diana Calvert,Thompson Harriet Diana Calvert,The Wyndham family a story of modern life,The Wyndham family: a story of modern life,,,The Wyndham family
1832,SC2035,1876,1876,Tregenna Charles 1810 1878,Tregenna Charles,Lascare a tale,Lascare : a tale,,,Lascare
1833,SC2036,1876,1876,"Trollope, Anthony","Trollope, Anthony",The Prime Minister By Anthony Trollope In Four Volumes,The Prime Minister. By Anthony Trollope ... In Four Volumes,,,The Prime Minister
1834,SC2037,1877,1877,Alexander Mrs,Alexander Mrs,The heritage of Langdale A novel,The heritage of Langdale. A novel,,,The heritage of Langdale
1835,SC2038,1877,1877,"Allardyce, Alexander","Allardyce, Alexander",The city of sunshine a novel,The city of sunshine : a novel,,,The city of sunshine
1836,SC2039,1877,1877,"Betham, Walter","Betham, Walter",Bridget,Bridget,,,Bridget
1837,SC2040,1877,1877,"Black, William","Black, William",Green pastures and Piccadilly,Green pastures and Piccadilly,,,Green pastures and Piccadilly
1838,SC2041,1877,1877,"Braddon, Mary Elizabeth","Braddon, Mary Elizabeth",Weavers and weft and other tales,"Weavers and weft, and other tales",,,"Weavers and weft, and other tales"
1839,SC2042,1877,1877,Davies Edward William 1812 1894,Davies Edward William,Frank Raleigh of Watercombe A tale of sport love and adventure,"Frank Raleigh of Watercombe. A tale of sport, love, and adventure",,,Frank Raleigh of Watercombe
1840,SC2043,1877,1877,"De Fonblanque, Albany","De Fonblanque, Albany",Bad luck a novel,Bad luck: a novel,,,Bad luck
1841,SC2044,1877,1877,Duffield Alexander James,Duffield Alexander James,Masston a story of these modern days,Masston : a story of these modern days,,,Masston
1842,SC2045,1877,1877,Fetherstonhaugh Mrs Maria Georgiana Carleton d 1918,"Fetherstonhaugh, Hon. Mrs. (Maria Georgiana Carleton)",Kilcorran,Kilcorran,,,Kilcorran
1843,SC2046,1877,1877,Gibbon Charles 1843 1890,"Gibbon, Charles",In love and war a romance,In love and war : a romance,,,In love and war
1844,SC2047,1877,1877,"Gilliat, Edward","Gilliat, Edward",Asylum Christi : a story of the Dragonnades,Asylum Christi : a story of the Dragonnades,,,Asylum Christi
1845,SC2048,1877,1877,Gillmor C Clotworthy,"Gillmor, Clotworthy C",Jessie of Boulogne or The history of a few minutes,"Jessie of Boulogne, or, The history of a few minutes",,,Jessie of Boulogne
1846,SC2049,1877,1877,Hardy Iza Duffus,"Hardy, Iza Duffus",Glencairn,Glencairn,,,Glencairn
1847,SC2050,1877,1877,Jenkins Edward 1838 1910,"Jenkins, Edward",Lutchmee and Dilloo a story of West Indian Life,Lutchmee and Dilloo : a story of West Indian Life,,,Lutchmee and Dilloo
1848,SC2051,1877,1877,"Johnston, Henry","Johnston, Henry",The Dawsons of Glenara a story of Scottish life,The Dawsons of Glenara : a story of Scottish life,,,The Dawsons of Glenara
1849,SC2052,1877,1877,Lloyd Jessie Sale b 1846,Lloyd Jessie Sale Hopkins,The Hazelhurst mystery a novel,The Hazelhurst mystery : a novel,,,The Hazelhurst mystery
1850,SC2053,1877,1877,Lyster Annette,Lyster Annette,Riding out the gale a novel,Riding out the gale : a novel,,,Riding out the gale
1851,SC2054,1877,1877,MacDonald George 1824 1905,"MacDonald, George",The Marquis of Lossie,The Marquis of Lossie,,,The Marquis of Lossie
1852,SC2055,1877,1877,Mallock W H William Hurrell 1849 1923,Mallock William Hurrell (W. H.),The new republic or Culture faith and philosophy in an English country house,"The new republic; or, Culture, faith, and philosophy in an English country house ..",,,The new republic
1853,SC2056,1877,1877,Oliphant Mrs Margaret 1828 1897,"Oliphant, Mrs. Margaret",Mrs Arthur,Mrs. Arthur,,,Mrs Arthur
1854,SC2057,1877,1877,Oliphant Mrs Margaret 1828 1897,"Oliphant, Mrs. Margaret",Young Musgrave,Young Musgrave,,,Young Musgrave
1855,SC2058,1877,1877,"Oliphant, Mrs. Margaret","Oliphant, Mrs. Margaret",Carit,CaritÃ,,,CaritÃ
1856,SC2059,1877,1877,Ollive John,Ollive John,Rothery Selfert Q C,"Rothery Selfert, Q.C",,,"Rothery Selfert, Q"
1857,SC2060,1877,1877,Ouida,Ramé Maria Louise Ouida (pseud),Ariadne; The Story Of A Dream,Ariadnê : the story of a dream,,,Ariadnê
1858,SC2061,1877,1877,Payn James 1830 1898,"Payn, James",What he cost her,What he cost her,,,What he cost her
1859,SC2062,1877,1877,Pemberton T Edgar Thomas Edgar 1849 1905,Pemberton Thomas Edgar,A very old question A novel,A very old question. A novel,,,A very old question
1861,SC2101,1878,1878,"Russell, William Clark","Russell, William Clark",The Wreck of The Grosvenor an Account of the Mutiny of the Crew and the Loss of The Ship when Trying to Make the Bermudas In Three Volumes Second Edition,"The Wreck of The ""Grosvenor:"" an Account of the Mutiny of the Crew and the Loss of The Ship when Trying to Make the Bermudas. In Three Volumes ... Second Edition",,,"The Wreck of The ""Grosvenor"
1862,SC2064,1877,1877,"Sewell, Anna","Sewell, Anna",Black Beauty His Grooms and Companions The Autobiography of a Horse Translated from the Original Equine by Anna Sewell,"Black Beauty: His Grooms and Companions. The Autobiography of a Horse. Translated from the Original Equine, by Anna Sewell",,,Black Beauty
1863,SC2065,1877,1877,Shearer James Novelist,Shearer James Novelist,Prinkle and his friends A novel,Prinkle and his friends. A novel,,,Prinkle and his friends
1864,SC2066,1877,1877,"Smart, Hawley","Smart, Hawley",Bound to win a tale of the turf,Bound to win : a tale of the turf,,,Bound to win
1865,SC2067,1877,1877,Stuart Katherine,Stuart Katherine,True women A love story,True women. A love story,,,True women
1866,SC2068,1877,1877,Trollope Thomas Adolphus 1810 1892,"Trollope, Thomas Adolphus",A family party in the piazza of St Peter and other stories,A family party in the piazza of St. Peter : and other stories,,,A family party in the piazza of St Peter
1867,SC2070,1878,1878,"Armitt, Annie","Armitt, Annie",The garden at Monkholme a novel,The garden at Monkholme : a novel,,,The garden at Monkholme
1868,SC2071,1878,1878,"Baker, Henry Barton","Baker, Henry Barton",Strafford a romance,Strafford : a romance,,,Strafford
1869,SC2072,1878,1878,"Besant, Walter","Besant, Walter",The monks of Thelema a novel,The monks of Thelema : a novel,,,The monks of Thelema
1870,SC2073,1878,1878,"Bishop, Maria Catherine","Bishop, Maria Catherine",Elizabeth Eden A novel,Elizabeth Eden. A novel,,,Elizabeth Eden
1871,SC2074,1878,1878,"Blake, Louise Pilkington lady","Blake, Louise Pilkington lady",Mrs Grey s reminiscences By Lady Blake In three volumes,Mrs. Grey's reminiscences : By Lady Blake ... In three volumes,,,Mrs Grey's reminiscences
1872,SC2075,1878,1878,"Braddon, Mary Elizabeth","Braddon, Mary Elizabeth",An open verdict a novel,An open verdict : a novel,,,An open verdict
1873,SC2076,1878,1878,Collins Mortimer 1827 1876,Collins Mortimer,The village comedy,The village comedy,,,The village comedy
1874,SC2077,1878,1878,Durrant Valentine,Durrant Valentine,A modern minister,A modern minister ...,,,A modern minister
1875,SC2078,1878,1878,Fetherstonhaugh Hon Mrs Maria Georgiana Carleton 1847 1918,"Fetherstonhaugh, Hon. Mrs. (Maria Georgiana Carleton)",Kingsdene a novel,Kingsdene : a novel,,,Kingsdene
1876,SC2079,1878,1878,Glemham Henry,"Glemham, Henry",George Hern A novel,George Hern. A novel,,,George Hern
1877,SC2080,1878,1878,Grant Courteney,"Grant, Courteney",Land ahead a novel,Land ahead : a novel,,,Land ahead
1878,SC2081,1878,1878,Hardy Duffus Lady 1825 1891,Hardy Duffus Lady,Madge In three volumes,Madge : In three volumes,,,Madge
1879,SC2082,1878,1878,"Hardy, Thomas","Hardy, Thomas",The Return of the Native By Thomas Hardy In Three Volumes,The Return of the Native: By Thomas Hardy ... In Three Volumes,,,The Return of the Native
1880,SC2083,1878,1878,Hart Fanny Wheeler,"Hart, Fanny Wheeler",Freda A novel,Freda. A novel,,,Freda
1881,SC2084,1878,1878,Hay Mary Cecil 1840 1866,"Hay, Mary Cecil",Under the will and other tales By Mary Cecil Hay In three volumes,"Under the will and other tales. : By Mary Cecil Hay, ... In three volumes",,,Under the will and other tales
1882,SC2085,1878,1878,Hope Hester,"Hope, Hester",Roydenhurst a novel,Roydenhurst : a novel,,,Roydenhurst
1883,SC2086,1878,1878,"Law, Agnes","Law, Agnes",Eyes so blue a novel,Eyes so blue; a novel,,,Eyes so blue
1884,SC2087,1878,1878,Lockhart Laurence W M Laurence William Maxwell 1831 1882,"Lockhart, Laurence William Maxwell",Mine is thine A novel,Mine is thine. A novel,,,Mine is thine
1885,SC2088,1878,1878,"Mathers, Helen","Mathers, Helen",Cherry ripe A romance,Cherry ripe! A romance,,,Cherry ripe! A romance
1886,SC2089,1878,1878,Molesworth Mrs 1839 1921,Molesworth Mrs,Hathercourt rectory,Hathercourt rectory,,,Hathercourt rectory
1887,SC2090,1878,1878,Mongredien Augustus 1807 1888,Mongredien Augustus,Frank Allerton an autobiography,Frank Allerton : an autobiography,,,Frank Allerton
1888,SC2091,1878,1878,Monro Theodore Russell,"Monro, Theodore Russell",Love lost but honour won a novel,"Love lost, but honour won; a novel",,,"Love lost, but honour won"
1889,SC2092,1878,1878,"Monro, Theodore Russell","Monro, Theodore Russell",County versus counter a novel,County versus counter : a novel,,,County versus counter
1890,SC2093,1878,1878,Montgomery Florence 1843 1923,Montgomery Florence Harriet,Seaforth,Seaforth,,,Seaforth
1891,SC2094,1878,1878,Oliphant Mrs Margaret 1828 1897,"Oliphant, Mrs. Margaret",The primrose path A chapter in the annals of the kingdom of Fife,The primrose path. A chapter in the annals of the kingdom of Fife,,,The primrose path
1892,SC2095,1878,1878,Orred Meta,Orred Meta,Honour s worth or The cost of a vow a novel,"Honour's worth, or, The cost of a vow : a novel",,,Honour's worth
1893,SC2096,1878,1878,Ouida 1839 1908,Ramé Maria Louise Ouida (pseud),Friendship a story,"Friendship, a story",,,Friendship
1894,SC2097,1878,1878,Payn James 1830 1898,"Payn, James",Less black than we re painted,Less black than we're painted,,,Less black than we're painted
1896,SC2099,1878,1878,"Payn, James","Payn, James",By Proxy By James Payn With Twelve Illustrations by Arthur Hopkins In Two Volumes Second Edition,By Proxy: By James Payn ... With Twelve Illustrations by Arthur Hopkins: In Two Volumes. Second Edition,,,By Proxy
1897,SC2100,1878,1878,Pemberton Mrs,Pemberton Mrs,Will is the cause of woe A novel,Will is the cause of woe. A novel,,,Will is the cause of woe
1898,SC2102,1878,1878,Sejanus,Sejanus,Littledale,Littledale,,,Littledale
1899,SC2103,1878,1878,Smart Hawley 1833 1893,"Smart, Hawley",Sunshine and snow A novel,Sunshine and snow. A novel,,,Sunshine and snow
1900,SC2104,1878,1878,Somers Robert 1822 1891,Somers Robert,The martyr of Glencree a romance too true,The martyr of Glencree : a romance too true,,,The martyr of Glencree
1901,SC2105,1878,1878,Taylor Meadows 1808 1876,"Taylor, Meadows",A noble queen a romance of Indian history,A noble queen: a romance of Indian history,,,A noble queen
1902,SC2106,1878,1878,Trollope Frank,"Trollope, Frank",The lawyer s daughter a novel,The lawyer's daughter : a novel,,,The lawyer's daughter
1903,SC2108,1878,1878,Vase Gillan,Vase Gillan,A great mystery solved being a sequel to The mystery of Edwin Drood,"A great mystery solved : being a sequel to ""The mystery of Edwin Drood""",,,A great mystery solved
1904,SC2109,1878,1878,"Vereker, Charles Smyth","Vereker, Charles Smyth",The child of the desert,The child of the desert,,,The child of the desert
1905,SC2110,1878,1878,Whyte Melville G J George John 1821 1878,"Whyte, Melville George John",Roy s wife a novel,Roy's wife : a novel,,,Roy's wife
1906,SC2111,1878,1878,Wingfield Lewis Strange 1842 1891,"Wingfield, Lewis",Lady Grizel An impression of a momentous epoch,Lady Grizel. An impression of a momentous epoch,,,Lady Grizel
1907,SC2112,1879,1879,"Bird, Frederick Spencer","Bird, Frederick Spencer",Stonedell Lodge A novel,Stonedell Lodge. A novel..,,,Stonedell Lodge
1908,SC2113,1879,1879,"Braddon, Mary Elizabeth","Braddon, Mary Elizabeth",The cloven foot a novel,The cloven foot : a novel,,,The cloven foot
1909,SC2114,1879,1879,"Braddon, Mary Elizabeth","Braddon, Mary Elizabeth",Vixen a novel,Vixen : a novel,,,Vixen
1910,SC2115,1879,1879,"Brooke, Laurence","Brooke, Laurence",The queen of two worlds,The queen of two worlds,,,The queen of two worlds
1911,SC2116,1879,1879,"Burke, Ulick Ralph","Burke, Ulick Ralph",Beating the air,Beating the air,,,Beating the air
1912,SC2117,1879,1879,"Craik, Georgiana Marion","Craik, Georgiana Marion",Dorcas,Dorcas,,,Dorcas
1913,SC2118,1879,1879,"Davus, Pseud","Davus, Pseud","The Black Squire ; Or, a Lady's Four Wishes. a Novel","The black squire; or, A lady's four wishes. A novel",,,The black squire
1914,SC2119,1879,1879,Edwards Harry Bennett Mrs,Edwards Harry Bennett Mrs,A tantalus cup a novel,A tantalus cup; a novel,,,A tantalus cup
1915,SC2120,1879,1879,Fenn George Manville,"Fenn, George Manville",The parson o Dumford A tale,The parson o' Dumford. A tale,,,The parson o' Dumford
1916,SC2121,1879,1879,Fothergill Jessie 1851 1891,"Fothergill, Jessie",Probation a novel,Probation : a novel,,,Probation
1917,SC2122,1879,1879,Hamley W G William George 1815 1893,"Hamley, William George (W. G.)",The house of Lys one book of its history a tale,The house of Lys : one book of its history : a tale,,,The house of Lys
1918,SC2123,1879,1879,"Hardy, Iza Duffus","Hardy, Iza Duffus",A broken faith In three volumes,A broken faith : In three volumes,,,A broken faith
1919,SC2124,1879,1879,Keon Miles Gerald 1821 1875,Keon Miles Gerald,Harding the money spinner,Harding the money-spinner,,,Harding the money-spinner
1920,SC2125,1879,1879,Knight Wynter Frore,Knight Wynter Frore,Our vicar a novel,Our vicar : a novel,,,Our vicar
1921,SC2126,1879,1879,"Landor, Walter Savage","Landor, Walter Savage",Pericles and Aspasia By Walter Savage Landor,Pericles and Aspasia. By Walter Savage Landor.,,,Pericles and Aspasia
1922,SC2127,1879,1879,"Marks, Mary A. M.","Marks, Mary A. M.",All the world's a stage: a novel,All the world's a stage : a novel,,,All the world's a stage
1923,SC2128,1879,1879,"Marryat, Florence","Marryat, Florence",A broken blossom a novel,A broken blossom : a novel,,,A broken blossom
1924,SC2129,1879,1879,"Meredith, George","Meredith, George",The Egoist A Comedy in Narrative By George Meredith In Three Volumes,The Egoist: A Comedy in Narrative: By George Meredith: In Three Volumes,,,The Egoist
1925,SC2130,1879,1879,"Mexborough, Elizabeth Stephenson (Countess of)","Mexborough, Elizabeth Stephenson (Countess of)",Drifted together a novel,Drifted together : a novel,,,Drifted together
1926,SC2131,1879,1879,"Moore, Frank Frankfort",Moore Frank Frankfort,Daireen,Daireen,,,Daireen
1927,SC2132,1879,1879,"Muir, Alan",Muir Alan pseud,Children's Children: a Story of Two Generations,Children's children : a story of two generations,,,Children's children
1928,SC2133,1879,1879,Murray Eustace Clare Grenville 1824 1881,Murray Eustace Clare Grenville,That artful vicar the story of what a clergyman tried to do for others and did for himself,That artful vicar : the story of what a clergyman tried to do for others and did for himself,,,That artful vicar
1929,SC2134,1879,1879,Newall John,Newall John,Nature s nobility a novel,Nature's nobility : a novel,,,Nature's nobility
1930,SC2135,1879,1879,Noble Frances,Noble Frances,Violet Mortimer,Violet Mortimer,,,Violet Mortimer
1931,SC2136,1879,1879,Noel Augusta Lady 1838 1902,Noel Augusta,From generation to generation,From generation to generation,,,From generation to generation
1932,SC2137,1879,1879,Oliphant Mrs Margaret 1828 1897,"Oliphant, Mrs. Margaret",Within the precincts,Within the precincts,,,Within the precincts
1933,SC2138,1879,1879,Payn James 1830 1898,"Payn, James",Under one roof an episode in a family history,Under one roof : an episode in a family history,,,Under one roof
1934,SC2139,1879,1879,"Pottinger, Sir Henry","Pottinger, Sir Henry",Blue and green or The gift of God a romance of Old Constantinople,"Blue and green, or, The gift of God : a romance of Old Constantinople",,,Blue and green
1935,SC2140,1879,1879,SMITH Alice Novelist,SMITH Alice Novelist,A Woman of Mind A novel,A Woman of Mind. A novel,,,A Woman of Mind
1936,SC2141,1879,1879,Spender Lily,"Spender, Lily",Godwyn s ordeal,Godwyn's ordeal,,,Godwyn's ordeal
1937,SC2142,1879,1879,Stretton Hesba 1832 1911,Smith Sarah (pseud Stretton Hesba),Through a needle s eye,Through a needle's eye,,,Through a needle's eye
